text,speaker,episode,season,preface,scene,scene_id,action,action_id,character,count
Tengu? Really?,Kiyoshi,12,1,," In the present,
in the mansion.",1,,,,
"Yes, it’s true. My master’s ointment
is so amazing, it kicks
in within mere seconds!",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"Okay, you’re all set!
Well? The pain is gone, isn’t it?",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
Do you think you can tell me what happened here?,Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"Ah… Ngh…
A monster dragged me away, a-and I nearly
got eaten.
But just then,
another monster showed
up out of nowhere, a-and they started
fighting to the death…
It was over… who was gonna
get to e-eat me.
A-And then, the one with the drum growing
out of him… When the other monster defeated him, he dropped a drum!
And when I picked it
up and struck it, the room suddenly
changed. I somehow
held on until now!
A demon with drums growing out of him… So that was him? He mentioned “rare blood” or
something like that.",Kiyoshi,12,1,," In the present,
in the mansion.",1,,,,
Ah… That’s right! He kept saying I had rare blood!,Kiyoshi,12,1,," In the present,
in the mansion.",1,,,,
"Caw! Rare blood! That’s
what they call those who carry delicate
blood!",Crow,12,1,," In the present,
in the mansion.",1,,,,
Hahaha! You little brats! I’m going to peck you now.,Crow,12,1,," In the present,
in the mansion.",1,,,,
"Cut it out!
What do you mean by “delicate blood”?",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"The blood of all living species
can be categorized into types,
moron!
And the ultimate rare blood… the less common the blood is… for a demon! A
single human with rare blood has the same nutritional value as eating
fifty, one hundred humans!",Crow,12,1,," In the present,
in the mansion.",1,,,,
"For demons, humans with rare blood are a feast! Rare blood is their favorite
food.",Crow,12,1,," In the present,
in the mansion.",1,,,,
Rare blood… Rare blood… Tanjirou,Kyougai,12,1,," In the present,
in the mansion.",1,,,,
Keep calm. It’s all right. I’m just going to take down that demon.,Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"Listen to me, Teruko.",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"Your brother is terribly
exhausted right now. Make sure to look after him, okay?",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"As
soon as I leave the room, strike that drum and move out. Just like Kiyoshi has
been doing until now, whenever someone tries to open the door or you hear something, strike that drum right away and make a
run for it.
I promise to come pick you up. I’ll follow
your scent. I’ll call out your names
when I open the door.",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"You just have to hold out a little
longer. You can do it,
right?
Yeah…",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"Good! You’re so strong!
I’m heading out.",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
Strike it!,Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
Damn insects! So infuriating!,Kyougai,12,1,," In the present,
in the mansion.",1,,,,
"Ngh… Ugh…
The drum on his right shoulder flips the room to the right!
(Thoughts) The left one flips it to the left!
Right leg, forward spin! Left leg, backward spin!
And the drum on his belly launches
that claw attack!
Urgh… So fast! The speed of the rotations and attacks is devastating!
Miss Tamayo may have treated
my wounds, but I haven’t
fully recovered from my injuries yet!
Can I beat him? These injuries hurt so badly that I can hardly stand it!
All this time, I’ve just been
enduring it! When I
pulled Zenitsu off that girl and when I started out, I was enduring
this horrendous pain!
I was able to withstand
it because I’m the eldest
son! But I couldn’t have if I were the second!
Whenever
I dig in, the broken parts creak, and I can’t muster
any strength!",Tanjirou,12,1,Thoughts," In the present,
in the mansion.",1,,,,
"That demon’s attack is leaving
scars that look like claw marks. It scares me so much that I can’t move in closer!
Since I’m not at full strength, if I charge
forward to get within striking
distance and stumble from the pain… I’ll get sliced into rings!
My injuries
are making me imagine the most awful things!
(Thoughts) Master Urokodaki!
Urokodaki        (Flashback) Water can change
into any form.
Pour it
into a container, and it’s a square. Pour it
into a bottle, and it’s round.
Sometimes, it can even smash boulders and flow away as far as the eye can see.",Tanjirou,12,1,Flashback," In the present,
in the mansion.",1,,,,
"That’s
right! That’s it! There are ten Water
Breathing forms! (Thoughts) I
can battle any kind of opponent!
If you’re hurt, use a move that will compensate for that! I can take on any form! And this flow will never be
stopped!",Tanjirou,12,1,Thoughts," In the present,
in the mansion.",1,,,,
"Right now, it’s not just my bones!
My heart’s also been broken!",Tanjirou,12,1,Thoughts," In the present,
in the mansion.",1,,,,
"What?!
A broken Tanjirou
is not gonna do any good!",Zenitsu,12,1,Imagination," In the present,
in the mansion.",1,,,,
"All
right! If you could please quiet down!! (Thoughts) Look straight ahead!
Fire yourself up!
Give it all you’ve got, Tanjirou! You’ve got this!",Tanjirou,12,1,Thoughts," In the present,
in the mansion.",1,,,,
"I’ve been doing great
so far! I have what it takes!
And not today or any other time in the future,
even if I’m broken…",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
Grrr…,Kyougai,12,1,," In the present,
in the mansion.",1,,,,
"… I won’t ever give up, no matter
what!",Tanjirou,12,1,," In the present,
in the mansion.",1,,,,
"I’ve done a good job until now! I have what it takes!
And not today or any time in the future! Even if I’m broken…",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou faces off against Kyougai.
Kyougai strikes his drum, making the room spin. After regaining his
footing, Tanjirou wields his sword against Kyougai.",1,,,,
"… I’ll never give up, no matter what!",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou faces off against Kyougai.
Kyougai strikes his drum, making the room spin. After regaining his
footing, Tanjirou wields his sword against Kyougai.",1,,,,
"What the heck?! All right, all right, just stop giving
me that look! Fine, I’ll do it myself!",Zenitsu,13,1,," In the Tsuzumi
Mansion. Zenitsu and Shouichi run through the halls.",1,,,,
"Eek…
There’s nobody
around. Let’s go this way!",Zenitsu,13,1,," In the Tsuzumi
Mansion. Zenitsu and Shouichi run through the halls.",1,,,,
Th-The room… just flipped!,Zenitsu,13,1,," In the Tsuzumi
Mansion. Zenitsu and Shouichi run through the halls.",1,,,,
"Ngh! Ah! Gah! Ngh… Ah!
It’s no good! Nothing’s changed
at all! Spirit
alone isn’t gonna get me anywhere!
Your head… Use your head, not just spirit!
Think!
Think! Think!",Tanjirou,13,1,Thoughts," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Close call! I barely survived
that one!",Tanjirou,13,1,Thoughts," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Damn! This is so annoying! I gotta consume
some rare blood!",Kyougai,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Ugh… Ah!
There isn’t even time to stop and think!",Tanjirou,13,1,Thoughts," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Hey, you! What’s your name?",Tanjirou,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
Ngh… Kyougai…,Kyougai,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Kyougai! I’m not handing
over Kiyoshi… the human with rare blood to you!
I’m not gonna cave! I’m not giving up!",Tanjirou,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Just give it up, will
you?",Man,13,1,Flashback," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"I’m going to get my hands
on some rare blood and reclaim my place among the Twelve Kizuki!",Kyougai,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
Ngh… Grr… Grrr…,Kyougai,13,1,," In the mansion. The room that Tanjirou fights
in flips.",1,,,,
"Just give it up, will you?
(Flashback) It’s so boring!
Your writing
is just so boring.
Every last word is utter
trash!
No beauty, no fragility, no impact. Why don’t you forget about writing? It’s just a waste of paper and fountain
pens!
You never even step outside
anymore these days.
No wonder you’re
so boring!
You should just enjoy your hobby, playing
the tsuzumi, as long as you’re shut in here.
Not that you have the skills to teach that, either!
Ngh… Grr… Grrr…
(Flashback) Grr…",Man,13,1,Flashback," In the past. A man speaks down to
Kyougai.",1,,,,
"Ngh… Out of my sight! You damn insect!
Rapid Drumming!",Kyougai,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
Don’t tell me he can strike that tsuzumi even faster!,Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
Grrr… Grrr…,Kyougai,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"Ahh! Ah… Ahhh!
The speed of these rotations is making me dizzy! This is bad! What an amazing skill!
Not only that, but now he’s got five claws instead of three!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Ngh… (Thoughts) Got it.
Because I dodged his blows without stepping
on the papers, I now know how to move my body without aggravating
my wounds and how to breathe!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Take shallow breaths.
Quickly!
Use that breathing technique to reinforce the muscles around
your broken leg! (Thoughts) And right before the claw
attack, there’s the scent of mold!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Here it comes!
The claw attack! (Thoughts) Above! Left! Right!
Behind!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Ngh… He’s evading
all of my attacks!",Kyougai,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Total Concentration… Water
Breathing!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Ninth Form, Splashing Water Flow, Turbulent!
Minimize
the landing time and area as much as possible!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"He’s adapting to the room’s
orientation changes!",Kyougai,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Go! Get in there! Within
striking distance!
Forward!
Get right up in his face!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"I see the Opening Thread!
Kyougai!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Your Blood Demon Art was incredible!
Ah, ouch, ouch, ouch! I took a deep breath by mistake…
I’m the eldest
son! The eldest son!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
Boy…,Kyougai,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"Answer me…
You think
my Blood Demon
Art… was incredible?",Kyougai,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"It was amazing. But… I can’t forgive you for killing
others.",Tanjirou,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
I see…,Kyougai,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"Oh, wait. I gotta get a blood sample.",Tanjirou,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"It extracted the blood… So it really
does extract blood automatically if you
stick it in there.
That Yushirou sure is skilled,
creating something like this.",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Oh?
Ah! A cat?
Oh, so you’re the one who’s going to deliver
this to Miss Tamayo, huh? There, there. Thanks!",Tanjirou,13,1,," In the present. Tanjirou
fights Kyougai.",1,,,,
"Now you’re all set. All right,
take care now!
I was told that under Yushirou’s spell,
it would be invisible until it meowed, and then vanish again when it
meowed a second time. So it’s true, huh?
Ah! Where are those two? I gotta search
for them!",Tanjirou,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
My… writing…,Kyougai,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Your writing is just so boring. Every last word is utter trash!
(Flashback) No beauty, no fragility, no impact.",Man,13,1,Flashback," In the present. Tanjirou
fights Kyougai.",1,,,,
"It wasn’t trash at all… At the very least,
not to that kid. He saw no fit to trample on it.",Kyougai,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
"Both my Blood Demon Art… and my tsuzumi playing…
have been recognized.",Kyougai,13,1,Thoughts," In the present. Tanjirou
fights Kyougai.",1,,,,
Kiyoshi! Teruko! Kiyoshi! Teruko!,Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Kiyoshi! Teruko!,Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"Why are you throwing
stuff at me?!",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"We’re so sorry! The tsuzumi vanished,
so we panicked.",Kiyoshi,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"I see… Well, I’m glad you’re
safe.",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Ngh… Wahhh~! Ngh… Mmm…,Teruko,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"You did a good job hanging
in there. You, too, Kiyoshi.",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"Come on, let’s head outside.
Climb onto my back.",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Is your leg okay?,Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"You just have to be brave a little longer.
I’m picking up Zenitsu
and Shouichi’s scents.
They must be outside.
Both of them are safe… Ah!
(Thoughts) I smell blood!",Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
What’s wrong?,Kiyoshi,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Nothing. Let’s hurry!,Tanjirou,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Urahh!,Inosuke,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Move it!,Inosuke,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Ugh!,Zenitsu,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
Take this!,Inosuke,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
"Tanjirou… I protected it.
Because you said… this was more important to you than your life.",Zenitsu,13,1,," In the Tsuzumi Mansion.
Tanjirou searches for Kiyoshi and Teruko.",1,,,,
What’s this? What’s this? What’s this?,Zenitsu,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
Comin’ through! Comin’ through!,Inosuke,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
Ahhh!! There it is again! The monster boar!,Zenitsu,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
Hahahaha! I’m getting a demonic vibe.,Inosuke,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
"Ah, it’s him! I was able to tell from his voice! He’s the fifth
survivor!
During the Final Selection, he was the first to rush up the mountain, and then he came down from the mountain before anyone
else! Mr. Impatient!",Zenitsu,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
"Hahahaha! Hey, found it!",Inosuke,13,1,," Sometime earlier,
after Zenitsu and Shouichi are ejected from the mansion.
Zenitsu lies on the
ground, unconscious.",1,,,,
